,bic,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PPIACO Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO
2013-06-01,31.23047315158387,0.061308840158140754,-60.26124682438374,0.8940995047864986,2.7870042449847245,-49.335,-123.61,-1.1843,0.3667
2013-09-01,31.307447606569887,38.21198697642608,18.040377132424112,0.6810520071350494,0.8715075219447707,37.238,108.289,1.5093,0.2
2013-12-01,31.32663369000888,-27.17198502340416,-83.21801178139819,-0.6694932606915496,0.38342314680072975,50.989,3.4589999999999996,-0.3923,-2.2667
2014-03-01,31.386041061512948,-36.090047330214375,41.352267796496974,0.16827838044053395,0.186104494923515,-51.855,-179.07299999999998,0.5956,3.6
2014-06-01,31.452387083092088,-2.2386372099792595,104.66481954716174,0.46636170034368457,4.268247029584735,79.441,272.04400000000004,-0.207,2.7
2014-09-01,31.50326568367473,-35.874895378827745,-144.03337974442385,-0.05412984722223124,1.7952453821033763,-0.802,-19.312,-0.6453,-1.0667
2014-12-01,31.498723268336516,-21.3308124682556,-64.04931781020417,-0.0838771953151013,-1.2957384728014458,17.118,-109.68299999999999,-1.196,-6.7
2015-03-01,31.522514661597565,-6.904203170905788,67.1098160649141,1.0224040836161548,-0.8905504793339662,-42.978,38.602,-0.9786,-8.9
2015-06-01,31.52983036919853,54.15724082364355,13.54099987625699,1.9226484142899558,-0.3080972899057475,-3.2889999999999997,-6.452999999999999,3.1869,1.5
2015-09-01,31.544265464755025,23.700343932019134,26.420655396848318,0.014016778209739122,3.7771913566328097,-3.252,-70.536,-0.6940000000000001,-1.4
2015-12-01,31.561279203693317,11.803032628547626,62.209990362229334,-0.34668495214445116,0.14463817689898462,-36.975,-51.873000000000005,-0.9153,-6.0666
2016-03-01,31.592115415736192,31.27107251190773,26.216788096573563,0.8104339250666259,-1.6155425511599828,40.357,82.257,-0.1003,-3.5667
2016-06-01,31.574904769169724,8.340358105548283,-6.795267299779297,1.4958882534563331,1.6577122909647248,-6.92,-5.359,1.7973,3.3667
2016-09-01,31.563508915911964,-7.110803379177604,6.686781247693483,-0.3447834194195857,2.588024956838807,-9.293,13.079,-0.591,1.7
2016-12-01,31.545283941159017,13.74808573025429,9.518403135374577,-0.2898456513066431,0.5879402142010912,-1.5290000000000001,-6.5,0.44799999999999995,0.0
2017-03-01,31.554753248118548,-6.574274632111721,-26.318877159984346,-0.37422573092807654,-0.26552806535980555,-2.6630000000000003,11.868,0.10300000000000001,4.2
2017-06-01,31.579420054118078,5.645284914990807,1.0360073498118112,0.31255320232506334,3.6130949148575335,0.415,-5.233,-1.431,1.8666
2017-09-01,31.615932904954224,7.41806041833339,-11.80555893014487,0.27135549689191985,0.8409874627313219,-0.619,46.718,1.0683,0.9
2017-12-01,31.66084833929251,-12.592171475741088,-20.190778293685973,-0.38356862943256687,0.23810163714795007,70.05,16.396,0.6017,1.6667
2018-03-01,31.711747143221327,-62.9842109255802,-22.711841168722678,-0.320508367240337,1.7587805017097808,-90.243,-43.11600000000001,0.07200000000000001,3.1333
2018-06-01,31.75414021545744,28.833421506690996,-41.22219582094982,-0.48683519103861206,1.453259767339077,73.101,44.091,-0.6486,3.7334
2018-09-01,31.780752279817392,-14.23216546860807,-0.5730195656883339,0.17049657193903223,2.0239372151785626,-15.68,-25.296,-0.0784,1.2
2018-12-01,31.77270047345623,-21.40788791635981,20.326520618430983,-0.32003456804024555,-0.17995671588190087,-64.11,-83.757,-0.3197,-1.1334
2019-03-01,31.80027767669684,50.92216722544052,32.4092067542589,0.09532847439890435,-0.1497904173516449,-9.485,92.905,-0.37799999999999995,-2.8333
2019-06-01,31.87329819936232,43.212120400820716,-31.72972259589188,1.0015240991186662,0.7386545365214354,100.751,-47.193999999999996,1.2757,1.5
