,bic_x,bic_y,bic_z,bic_n,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO,PPIACO Fore
2010-03-01,1335.95050731237,1546.0209447643285,57.25595355796889,359.71446274709365,-7.737883004348017,82.10874129700889,0.3880186267546799,67.344,-107.749,-1.3419999999999999,5.1667,0.6679420963163081
2010-06-01,1337.7508014013713,1549.642395770057,59.49711097298365,362.19215545411595,22.29487019739119,6.165644778205333,-0.303988823947192,31.929000000000002,83.045,-0.4207,2.1666,2.4674452577897847
2010-09-01,1337.6669361242864,1550.0279202356103,59.494420542534506,362.1979678555589,26.148522118434716,36.9173868669232,-0.3506732943683152,-9.522,-27.441999999999997,0.7137,0.4,2.347107154673871
2010-12-01,1337.286799191638,1550.3710768532,60.333207355027575,362.6515089349586,11.88031327106083,11.17363212015392,0.0750760233790109,-3.537,-36.032,1.1277,3.3667,1.5682642928043227
2011-03-01,1337.166426310419,1550.0233198515787,61.15069740273916,363.0415708946384,5.713387962636498,-7.708620727907647,0.4961256140274065,-24.915,-116.529,0.58,7.9,2.2876385756825934
2011-06-01,1337.418927278083,1550.7471591962521,61.13953834819802,366.80358844075704,-6.537967222418103,-51.23677243674459,0.5296753684164439,-21.829,150.213,0.1799,7.8,4.532583145409556
2011-09-01,1337.4822163685728,1554.632848154332,61.22438574054736,368.06031215003765,-12.654380333450861,29.34313653795325,0.3897652210498664,18.469,-116.738,-1.0602,0.1333,5.839549887245734
2011-12-01,1337.7818152289426,1556.1663522578147,62.76157513822475,371.8380206825545,-0.20502820007051525,-29.08931807722805,-0.1902208673700802,-22.525,187.803,-0.4498,-3.0666,3.55704993234744
2012-03-01,1337.9434849556353,1560.5944701626308,62.80814770303642,376.78677505438344,-9.133016920042309,57.66760915366317,-0.2940525204220481,67.553,-58.096000000000004,0.2641,1.4,0.9075899594084635
2012-06-01,1339.9723455375822,1561.8341153078081,63.03398974602771,376.8133844716949,21.541389847974614,11.3621654921979,-0.07079151225322886,-71.128,-55.922,-0.7967,-0.3667,1.1045539756450782
2012-09-01,1342.8672771629742,1562.0620124745737,63.399253200745015,377.05315218022355,-15.526366091215232,-15.55150070468126,-0.36115490735193734,1.65,-47.528999999999996,0.551,0.6,0.5160523853870469
2012-12-01,1341.8524397843244,1560.0062291262254,63.965736465602404,377.037291953862,-8.65581965472914,-28.342500422808754,0.003707055588837632,31.403000000000002,-3.389,0.4953,-0.1333,0.5496314312322281
2013-03-01,1340.3928972951355,1555.5113905476483,64.08802227865365,377.0884823389445,7.367708207162518,-18.36110025368525,0.2003442333533026,7.999,125.355,-0.5983,1.3333,0.27645885873933684
2013-06-01,1339.9143064805094,1555.9872035045007,64.54874336619392,377.21200117121015,7.620224924297511,39.12533984778885,-0.11911345998801848,-49.335,-123.61,-1.1843,0.3667,0.6991953152436021
2013-09-01,1340.9729544896309,1558.492729783375,65.36485639327717,377.2215972693846,-15.161865045421496,-25.96879609132669,-0.545188075992811,37.238,108.289,1.5093,0.2,0.5661971891461612
2013-12-01,1341.6283433846518,1559.832780029726,68.3579575287632,377.18150048087193,5.798080972747103,27.73432234520399,0.27660715440431344,50.989,3.4589999999999996,-0.3923,-2.2667,0.4197183134876967
2014-03-01,1342.254652357,1559.2034267893266,68.67353136158111,377.97989682994563,23.874448583648263,18.024193407122393,0.009044292642588048,-51.855,-179.07299999999998,0.5956,3.6,-0.6548490119073822
2014-06-01,1344.0102538920878,1562.6775972756311,68.89284447859222,379.9325537590042,-6.417330849811043,-60.814683955726565,0.24366657558555282,79.441,272.04400000000004,-0.207,2.7,1.047090592855571
2014-09-01,1346.4554673257796,1571.9528903348134,69.03132442010441,380.17810857586164,27.92600149011338,72.32878962656409,0.06339994535133169,-0.802,-19.312,-0.6453,-1.0667,1.7082543557133425
2014-12-01,1346.1328029468316,1572.4793565426141,69.3800937593118,380.77432067274896,16.43480089406803,35.67247377593845,-0.22008003278920102,17.118,-109.68299999999999,-1.196,-6.7,0.5982726134280054
2015-03-01,1346.1977538506815,1573.8479088088343,70.04081847121142,386.4665613864358,16.708080536440818,-22.469715734436928,-0.6104480196735206,-42.978,38.602,-0.9786,-8.9,-2.321036431943197
2015-06-01,1345.569288754509,1573.7895666204702,70.11791951655613,390.9403449907947,-7.166351678135511,1.9589705593378426,-0.7577088118041124,-3.2889999999999997,-6.452999999999999,3.1869,1.5,-4.952621859165919
2015-09-01,1345.4409442846231,1572.7208266297278,80.62877602982017,395.1416630866792,-5.615411006881306,-1.4058176643972944,0.8201347129175327,-3.252,-70.536,-0.6940000000000001,-1.4,-2.371573115499551
2015-12-01,1345.1972106435562,1572.118890554741,82.10009659388069,394.81350146294614,-4.670046604128784,-29.057890598638377,0.21448082775051958,-36.975,-51.873000000000005,-0.9153,-6.0666,-1.9829438692997305
2016-03-01,1345.0553832164067,1570.783650090612,82.88006849661744,396.3336697437999,-17.59202796247727,-38.18393435918303,-0.23743150334968827,40.357,82.257,-0.1003,-3.5667,-3.6164063215798388
2016-06-01,1345.4739242047497,1571.559904575067,82.88477538053952,396.3210188651364,5.587583222513638,9.99243938449019,-0.18257890200981297,-6.92,-5.359,1.7973,3.3667,-3.5965237929479033
2016-09-01,1345.51972456203,1570.870449406901,85.38858061058586,400.3940849488692,0.5845499335081827,3.8518636306941136,0.6093726587941122,-9.293,13.079,-0.591,1.7,-0.8112342757687419
2016-12-01,1341.7514647519613,1570.8498408106584,86.25052132927259,400.79174464490626,-3.3664700398950904,7.542718178416468,0.12922359527646732,-1.5290000000000001,-6.5,0.44799999999999995,0.0,0.19325943453875494
2017-03-01,1339.9438608204075,1569.9766189185755,86.20631786233588,400.73173082239407,-2.631482023937054,1.925630907049881,0.2567341571658804,-2.6630000000000003,11.868,0.10300000000000001,4.2,0.11595566072325296
2017-06-01,1339.5827665292431,1569.2802753313454,85.99228167761184,402.3278350395268,-2.6440892143622325,5.902578544229929,0.19524049429952825,0.415,-5.233,-1.431,1.8666,1.749573396433952
2017-09-01,1339.5686819774041,1568.9524949607078,87.4967869369694,402.29519334968916,-1.4204535286173396,1.448347126537957,-0.4552557034202831,-0.619,46.718,1.0683,0.9,1.796384037860371
2017-12-01,1339.4624357263003,1569.0884849876918,88.95445451201071,402.3719806843011,-1.0998721171704038,19.556208275922774,0.15416657794783017,70.05,16.396,0.6017,1.6667,1.4378304227162226
2018-03-01,1340.5142090075929,1568.5916295670886,88.95704239965298,402.33999079313696,27.360076729697756,18.292124965553665,0.3331799467686981,-90.243,-43.11600000000001,0.07200000000000001,3.1333,1.5293782536297336
2018-06-01,1344.547391251694,1568.0574968260037,88.94009502598729,402.5851352837543,-19.681153962181348,-6.271125020667807,0.22870796806121885,73.101,44.091,-0.6486,3.7334,2.1709469521778404
2018-09-01,1347.4338794802866,1568.2285494940868,89.33268509669254,402.8137458562897,17.431707622691192,13.873724987599317,-0.12221521916326869,-15.68,-25.296,-0.0784,1.2,2.795928171306704
2018-12-01,1347.741674099882,1568.3619132183137,89.31906048486968,403.01192382955867,4.187024573614714,-1.7941650074404105,-0.1046891314979612,-64.11,-83.757,-0.3197,-1.1334,2.1575569027840222
2019-03-01,1349.2863558579506,1568.9246400350205,89.31114944768659,404.036008641293,-23.131785255831172,-34.57929900446425,-0.19069347889877672,-9.485,92.905,-0.37799999999999995,-2.8333,0.8411741416704133
2019-06-01,1348.976270094867,1570.033280906184,89.33193297941312,405.2604806219711,-17.673071153498704,16.414420597321453,-0.265616087339266,100.751,-47.193999999999996,1.2757,1.5,-0.6286155149977521
